goods 256
bids 1000

0	0.878809	66	154	157	230	#
1	0.598418	80	108	110	119	#
2	0.793129	28	52	153	249	#
3	0.926901	39	191	232	245	#
4	0.929497	11	206	213	224	#
5	0.390407	32	54	133	212	#
6	0.809435	16	110	160	218	#
7	0.478938	32	172	199	222	#
8	0.847613	47	103	139	225	#
9	0.973242	24	111	125	212	#
10	0.471904	19	32	129	168	#
11	0.557214	24	55	80	185	#
12	0.72543	93	123	187	223	#
13	0.550435	137	157	203	210	#
14	0.419569	146	179	234	251	#
15	0.826084	101	129	141	239	#
16	0.670025	2	8	51	178	#
17	0.395461	120	144	176	179	#
18	0.640196	15	54	129	160	#
19	0.817447	121	188	246	248	#
20	0.427608	110	145	164	186	#
21	0.63717	5	27	58	96	#
22	0.780048	7	61	107	129	#
23	0.755119	8	58	122	127	#
24	0.558307	119	134	158	201	#
25	0.704863	1	41	159	207	#
26	0.478388	54	125	202	255	#
27	0.870822	27	57	69	140	#
28	0.722836	1	3	52	187	#
29	0.672983	55	196	197	204	#
30	0.768762	7	166	199	220	#
31	0.624515	4	54	176	219	#
32	0.371381	64	198	220	248	#
33	0.98284	111	139	167	210	#
34	0.753951	37	125	132	165	#
35	0.370613	74	143	148	159	#
36	0.520772	29	65	90	239	#
37	0.499422	5	40	114	166	#
38	0.470879	15	58	96	97	#
39	0.759536	142	165	167	174	#
40	0.610863	21	53	129	163	#
41	0.734438	0	4	96	143	#
42	0.498262	121	146	187	249	#
43	0.971514	10	130	164	223	#
44	0.610363	85	95	228	246	#
45	0.993602	22	30	104	157	#
46	0.833808	45	79	95	109	#
47	0.878097	16	57	60	200	#
48	0.447276	26	203	219	240	#
49	0.794981	50	61	75	204	#
50	0.901235	77	84	146	190	#
51	0.363479	21	58	174	233	#
52	0.732602	106	148	172	213	#
53	0.873171	3	19	92	233	#
54	0.763717	3	69	96	201	#
55	0.751653	41	71	167	235	#
56	0.567873	30	48	60	202	#
57	0.875398	34	203	227	241	#
58	0.862257	161	229	233	235	#
59	0.907903	21	31	49	129	#
60	0.640545	96	188	193	231	#
61	0.698226	41	63	71	212	#
62	0.618841	87	111	181	229	#
63	0.408225	81	90	124	164	#
64	0.99145	55	66	120	188	#
65	0.610109	148	189	217	230	#
66	0.912407	78	95	109	158	#
67	0.831777	50	94	135	198	#
68	0.971447	3	145	209	218	#
69	0.934746	194	216	217	224	#
70	0.967351	34	83	111	255	#
71	0.694742	78	89	138	161	#
72	0.843988	6	37	112	199	#
73	0.512773	27	35	139	226	#
74	0.991547	38	67	88	169	#
75	0.82534	20	128	154	169	#
76	0.996692	130	197	238	255	#
77	0.620246	38	92	146	153	#
78	0.426695	82	137	138	223	#
79	0.835553	67	215	223	233	#
80	0.937699	5	55	214	218	#
81	0.66189	26	57	132	216	#
82	0.724917	57	73	91	226	#
83	0.375776	64	65	71	206	#
84	0.936307	48	84	111	193	#
85	0.919837	125	182	189	194	#
86	0.823336	53	98	148	236	#
87	0.843011	72	110	118	228	#
88	0.689826	163	186	187	247	#
89	0.481573	30	33	72	101	#
90	0.563709	26	61	111	248	#
91	0.47717	32	38	55	204	#
92	0.784308	54	83	97	248	#
93	0.531611	22	89	162	217	#
94	0.936302	62	66	148	238	#
95	0.605374	32	100	109	247	#
96	0.651842	19	101	121	237	#
97	0.601067	22	125	170	226	#
98	0.432692	56	58	109	117	#
99	0.466844	14	24	165	205	#
100	0.601025	52	89	96	143	#
101	0.863965	77	104	159	185	#
102	0.803345	117	118	132	139	#
103	0.724989	17	103	156	213	#
104	0.589421	45	59	79	197	#
105	0.45688	89	186	190	244	#
106	0.478668	17	56	116	139	#
107	0.515106	42	51	101	224	#
108	0.466011	3	90	120	254	#
109	0.923973	76	83	127	245	#
110	0.627255	15	55	110	161	#
111	0.865342	100	174	182	203	#
112	0.780376	3	21	40	236	#
113	0.664979	11	87	196	229	#
114	0.416504	57	133	165	212	#
115	0.606048	61	88	167	189	#
116	0.654935	28	141	148	153	#
117	0.764278	23	58	87	127	#
118	0.42773	6	98	122	217	#
119	0.898452	65	115	175	241	#
120	0.923301	120	121	122	218	#
121	0.437357	31	50	147	247	#
122	0.589971	75	164	187	237	#
123	0.639279	34	72	147	181	#
124	0.4952	47	98	165	208	#
125	0.40813	94	177	188	228	#
126	0.970839	43	63	211	239	#
127	0.466194	81	132	164	235	#
128	0.739575	38	65	85	191	#
129	0.573202	141	164	183	203	#
130	0.889358	93	106	114	181	#
131	0.770811	34	159	164	184	#
132	0.401656	37	60	196	219	#
133	0.613526	119	210	224	234	#
134	0.426239	118	130	162	247	#
135	0.894551	10	15	105	133	#
136	0.396331	83	127	210	249	#
137	0.541749	2	7	198	229	#
138	0.938082	59	115	230	252	#
139	0.761194	33	46	162	204	#
140	0.556067	19	83	154	164	#
141	0.724017	97	225	237	238	#
142	0.701607	55	57	69	103	#
143	0.959288	106	143	239	244	#
144	0.510192	75	106	133	233	#
145	0.518846	37	90	136	147	#
146	0.709034	4	115	127	158	#
147	0.94284	116	153	232	251	#
148	0.537343	24	87	177	186	#
149	0.916151	11	70	85	97	#
150	0.372591	50	153	193	253	#
151	0.502888	20	27	85	216	#
152	0.795852	147	197	205	226	#
153	0.441426	111	142	145	157	#
154	0.647111	134	141	177	242	#
155	0.916485	55	94	96	104	#
156	0.493765	30	40	97	118	#
157	0.445109	1	61	160	167	#
158	0.98103	2	106	119	144	#
159	0.635504	15	114	140	164	#
160	0.582566	43	67	170	229	#
161	0.937038	53	73	91	219	#
162	0.488034	38	102	138	161	#
163	0.910368	34	172	219	254	#
164	0.698192	90	161	213	221	#
165	0.855264	56	120	160	241	#
166	0.563168	42	134	221	251	#
167	0.40081	28	80	140	196	#
168	0.964875	49	80	131	143	#
169	0.750923	9	106	150	244	#
170	0.800156	56	120	142	182	#
171	0.921569	24	47	109	248	#
172	0.433542	97	128	142	184	#
173	0.541212	28	98	104	245	#
174	0.501774	65	80	108	145	#
175	0.772303	90	116	136	188	#
176	0.408629	5	139	180	236	#
177	0.378835	88	112	158	223	#
178	0.654171	45	62	105	140	#
179	0.635856	18	48	133	184	#
180	0.656657	66	129	192	249	#
181	0.486294	13	24	77	127	#
182	0.983861	36	64	83	176	#
183	0.474281	144	180	203	250	#
184	0.741314	41	114	173	200	#
185	0.652726	65	114	150	247	#
186	0.798712	5	14	163	219	#
187	0.878793	10	167	171	180	#
188	0.475688	108	137	160	249	#
189	0.783397	105	144	226	245	#
190	0.974674	28	47	137	168	#
191	0.452416	7	146	194	248	#
192	0.594597	67	125	130	249	#
193	0.766706	66	68	78	211	#
194	0.860629	85	159	174	205	#
195	0.491046	31	89	206	221	#
196	0.423758	41	87	219	223	#
197	0.431611	12	37	65	191	#
198	0.441496	38	43	136	178	#
199	0.75599	65	95	131	255	#
200	0.505044	18	143	145	149	#
201	0.72852	104	167	213	248	#
202	0.564029	49	154	202	245	#
203	0.572745	39	40	133	152	#
204	0.40485	2	47	96	120	#
205	0.942968	14	63	82	167	#
206	0.959398	13	63	214	235	#
207	0.980241	15	55	132	140	#
208	0.381229	13	132	203	209	#
209	0.72738	10	71	210	252	#
210	0.806953	21	123	139	224	#
211	0.507925	5	67	85	161	#
212	0.628622	20	37	129	214	#
213	0.849655	15	17	56	224	#
214	0.90597	22	94	229	248	#
215	0.739252	0	54	88	140	#
216	0.71721	149	165	175	250	#
217	0.40312	54	69	91	192	#
218	0.432806	21	88	218	221	#
219	0.603389	46	121	149	185	#
220	0.909548	119	214	222	233	#
221	0.651039	124	187	213	236	#
222	0.47532	19	45	61	250	#
223	0.620534	45	174	214	253	#
224	0.776766	54	87	104	147	#
225	0.517996	1	126	196	226	#
226	0.523744	76	97	202	216	#
227	0.465913	37	86	152	242	#
228	0.489513	176	191	208	241	#
229	0.550514	147	176	220	230	#
230	0.619003	0	17	168	237	#
231	0.940867	62	162	167	210	#
232	0.510145	33	109	127	199	#
233	0.882107	22	43	115	119	#
234	0.826618	3	15	36	114	#
235	0.812153	47	90	118	245	#
236	0.447268	29	52	100	238	#
237	0.425112	104	140	152	181	#
238	0.548103	81	100	129	227	#
239	0.918463	16	43	127	252	#
240	0.544472	7	108	156	229	#
241	0.592506	15	77	171	219	#
242	0.470294	14	92	162	195	#
243	0.923589	64	86	102	176	#
244	0.832158	17	182	187	249	#
245	0.730176	73	85	100	238	#
246	0.492045	110	159	182	232	#
247	0.99941	35	120	167	223	#
248	0.910059	44	86	137	246	#
249	0.986167	1	10	153	201	#
250	0.470313	5	7	126	132	#
251	0.641517	86	112	176	206	#
252	0.634611	87	176	199	206	#
253	0.769375	77	80	143	166	#
254	0.428845	73	90	96	206	#
255	0.565996	0	27	48	229	#
256	0.918203	37	60	126	140	#
257	0.419197	28	55	193	211	#
258	0.969728	0	12	18	164	#
259	0.899917	45	172	192	246	#
260	0.568777	20	71	140	223	#
261	0.649755	17	20	65	183	#
262	0.951105	11	61	162	172	#
263	0.750144	60	80	113	177	#
264	0.803052	41	101	173	193	#
265	0.779827	105	138	141	226	#
266	0.649432	24	27	84	222	#
267	0.813534	101	115	132	187	#
268	0.600793	25	39	151	182	#
269	0.461892	52	91	242	255	#
270	0.555534	27	76	115	196	#
271	0.784679	29	72	150	167	#
272	0.390887	91	98	104	179	#
273	0.933045	23	139	159	171	#
274	0.898911	9	21	31	74	#
275	0.480984	40	94	187	215	#
276	0.985893	33	37	70	212	#
277	0.798614	21	27	101	141	#
278	0.648624	23	26	109	135	#
279	0.892134	10	113	217	242	#
280	0.428716	33	132	225	243	#
281	0.812917	3	52	139	193	#
282	0.507238	90	94	107	168	#
283	0.580275	7	67	145	180	#
284	0.802653	69	79	88	152	#
285	0.764242	69	144	226	236	#
286	0.99633	32	114	161	203	#
287	0.412388	53	105	163	207	#
288	0.373615	17	63	93	255	#
289	0.914172	63	114	150	222	#
290	0.431872	18	126	129	230	#
291	0.797374	113	122	159	162	#
292	0.767242	22	57	220	236	#
293	0.676129	45	68	175	247	#
294	0.76791	27	78	108	193	#
295	0.828372	33	40	149	208	#
296	0.553047	20	80	120	196	#
297	0.778498	36	48	176	193	#
298	0.94741	72	110	120	215	#
299	0.637786	90	150	154	221	#
300	0.402534	1	109	131	228	#
301	0.452897	56	96	122	163	#
302	0.503944	17	31	43	194	#
303	0.951082	22	100	131	206	#
304	0.609922	46	170	221	234	#
305	0.483426	15	67	115	243	#
306	0.849221	86	144	228	242	#
307	0.728788	58	78	118	149	#
308	0.660135	19	117	134	185	#
309	0.557946	7	13	61	209	#
310	0.601659	75	102	124	195	#
311	0.719075	14	37	47	224	#
312	0.790107	111	150	152	219	#
313	0.643283	40	68	195	211	#
314	0.757097	32	39	80	201	#
315	0.401752	36	125	140	174	#
316	0.93227	17	52	61	167	#
317	0.859234	14	18	204	255	#
318	0.933006	62	90	167	202	#
319	0.842045	55	59	111	224	#
320	0.784245	12	120	123	141	#
321	0.850502	56	89	90	193	#
322	0.99185	100	122	209	248	#
323	0.908006	24	100	103	117	#
324	0.546093	35	75	187	212	#
325	0.355373	80	179	185	244	#
326	0.87571	34	164	196	229	#
327	0.650636	37	66	233	235	#
328	0.706674	92	126	179	185	#
329	0.401974	2	173	198	206	#
330	0.376985	29	70	81	132	#
331	0.817669	85	117	131	219	#
332	0.924912	3	48	93	140	#
333	0.772012	71	130	153	194	#
334	0.693101	12	14	202	229	#
335	0.895781	25	27	89	184	#
336	0.478842	111	185	208	250	#
337	0.846943	61	187	199	229	#
338	0.491249	14	28	34	65	#
339	0.947428	8	42	65	70	#
340	0.717751	10	12	158	234	#
341	0.396423	12	44	58	108	#
342	0.597059	69	212	225	237	#
343	0.370158	31	74	146	176	#
344	0.951913	35	136	206	234	#
345	0.473342	93	146	154	242	#
346	0.363456	122	186	221	244	#
347	0.672055	49	192	198	244	#
348	0.449379	22	51	114	218	#
349	0.42314	6	60	155	253	#
350	0.766055	89	105	187	194	#
351	0.967141	91	115	179	226	#
352	0.371457	32	78	166	197	#
353	0.7105	39	109	118	121	#
354	0.659685	26	32	92	156	#
355	0.858472	152	182	199	202	#
356	0.732354	79	88	89	139	#
357	0.611387	2	20	187	188	#
358	0.772784	82	120	205	241	#
359	0.601757	17	45	69	168	#
360	0.58383	15	24	104	193	#
361	0.919374	31	136	157	235	#
362	0.703406	2	54	56	165	#
363	0.934051	12	64	208	216	#
364	0.581915	45	166	212	255	#
365	0.84042	72	119	167	188	#
366	0.397703	16	84	153	226	#
367	0.669791	13	160	175	210	#
368	0.636441	80	103	144	182	#
369	0.744489	98	131	172	240	#
370	0.455188	49	64	143	153	#
371	0.494246	9	117	196	239	#
372	0.738117	6	9	31	175	#
373	0.84863	1	90	94	200	#
374	0.635008	180	189	191	206	#
375	0.476852	18	97	125	222	#
376	0.721234	35	66	125	171	#
377	0.7894	9	18	58	176	#
378	0.821291	94	162	184	203	#
379	0.486482	43	92	100	243	#
380	0.932539	77	199	206	221	#
381	0.89668	2	33	209	232	#
382	0.475764	111	164	181	253	#
383	0.481243	8	59	96	101	#
384	0.359	25	49	119	237	#
385	0.753189	6	40	123	213	#
386	0.635727	43	167	183	211	#
387	0.527461	59	89	160	162	#
388	0.764208	28	76	99	109	#
389	0.354716	3	31	75	229	#
390	0.689736	59	93	112	127	#
391	0.610285	151	152	171	236	#
392	0.534244	44	97	130	174	#
393	0.685539	65	76	162	240	#
394	0.350688	192	206	241	255	#
395	0.445575	113	146	163	187	#
396	0.491749	144	183	184	196	#
397	0.807709	162	177	200	218	#
398	0.733299	76	146	201	239	#
399	0.769719	47	129	216	226	#
400	0.570216	35	63	64	237	#
401	0.571315	143	202	219	241	#
402	0.620159	9	110	145	172	#
403	0.615511	85	129	188	232	#
404	0.809067	102	217	227	244	#
405	0.585539	111	133	153	228	#
406	0.804293	54	151	212	213	#
407	0.692026	24	46	85	153	#
408	0.508462	85	106	191	245	#
409	0.528424	15	47	197	246	#
410	0.768034	64	94	105	167	#
411	0.557745	157	180	211	215	#
412	0.728303	12	52	119	167	#
413	0.489837	3	107	239	253	#
414	0.448342	17	52	120	227	#
415	0.727849	45	116	210	220	#
416	0.611789	47	65	71	120	#
417	0.891117	12	141	147	151	#
418	0.428955	24	84	108	217	#
419	0.542898	45	128	236	252	#
420	0.620646	4	138	196	248	#
421	0.660103	33	51	70	246	#
422	0.354528	113	115	223	225	#
423	0.730623	30	38	94	222	#
424	0.878163	22	76	201	243	#
425	0.515755	89	117	162	239	#
426	0.545841	33	139	177	247	#
427	0.419562	11	44	67	108	#
428	0.604865	64	73	129	149	#
429	0.833669	17	62	168	180	#
430	0.873368	75	103	122	185	#
431	0.496593	78	113	118	214	#
432	0.417232	99	131	144	191	#
433	0.466631	33	108	160	180	#
434	0.540189	55	176	190	226	#
435	0.542699	51	54	58	230	#
436	0.900429	82	94	174	224	#
437	0.386091	33	95	142	238	#
438	0.984321	21	35	168	196	#
439	0.638109	92	163	184	235	#
440	0.957293	19	54	90	93	#
441	0.515564	63	82	108	156	#
442	0.986372	131	136	181	216	#
443	0.354362	81	113	129	209	#
444	0.701825	8	70	230	237	#
445	0.704585	33	182	217	221	#
446	0.845684	51	128	159	161	#
447	0.477937	4	62	92	214	#
448	0.847185	21	123	130	142	#
449	0.505832	17	111	160	232	#
450	0.448846	27	146	157	221	#
451	0.864334	0	27	29	214	#
452	0.76996	19	35	97	189	#
453	0.492433	5	111	184	243	#
454	0.704639	45	84	111	210	#
455	0.694892	77	115	132	230	#
456	0.860773	73	97	113	185	#
457	0.619753	148	168	201	233	#
458	0.743658	15	107	199	235	#
459	0.381645	2	113	139	252	#
460	0.788178	124	174	231	241	#
461	0.94978	12	71	87	128	#
462	0.578392	79	194	205	248	#
463	0.382812	32	111	163	176	#
464	0.527904	54	87	139	215	#
465	0.611146	169	194	216	250	#
466	0.559407	23	92	191	200	#
467	0.718581	57	147	196	198	#
468	0.352943	35	121	225	235	#
469	0.813831	85	88	114	190	#
470	0.632537	4	91	138	229	#
471	0.645599	14	64	83	146	#
472	0.376318	117	148	231	237	#
473	0.438412	26	66	208	247	#
474	0.497897	99	111	168	193	#
475	0.922196	70	157	179	252	#
476	0.969819	11	109	133	227	#
477	0.507698	54	104	118	194	#
478	0.499376	14	132	190	230	#
479	0.630733	98	113	155	228	#
480	0.600491	18	95	114	168	#
481	0.358508	19	38	184	212	#
482	0.603824	25	47	149	241	#
483	0.456484	23	25	80	169	#
484	0.847134	31	110	207	219	#
485	0.681801	24	31	84	212	#
486	0.865131	70	159	169	207	#
487	0.694259	100	108	154	175	#
488	0.420854	81	115	161	240	#
489	0.945331	41	42	248	254	#
490	0.848045	75	158	165	245	#
491	0.747772	80	129	136	238	#
492	0.785733	31	34	58	104	#
493	0.526916	96	186	206	217	#
494	0.979493	43	58	86	167	#
495	0.71422	42	60	171	246	#
496	0.427258	46	56	97	220	#
497	0.543067	8	36	128	152	#
498	0.83452	31	50	150	247	#
499	0.649718	71	109	118	221	#
500	0.716845	95	106	128	150	#
501	0.849612	2	78	162	224	#
502	0.445926	108	145	152	185	#
503	0.957416	66	192	208	240	#
504	0.779889	6	106	160	253	#
505	0.790204	84	126	221	243	#
506	0.371487	29	38	169	216	#
507	0.524766	44	55	153	184	#
508	0.948737	97	141	167	245	#
509	0.540775	26	33	72	149	#
510	0.766225	43	115	163	216	#
511	0.577614	120	157	189	237	#
512	0.845776	136	146	225	241	#
513	0.638875	41	166	180	215	#
514	0.700906	33	214	226	243	#
515	0.996806	54	110	185	226	#
516	0.500323	94	122	134	210	#
517	0.997423	16	124	135	142	#
518	0.804333	45	77	137	234	#
519	0.788421	82	95	158	212	#
520	0.7698	28	194	196	222	#
521	0.660838	33	111	179	213	#
522	0.738583	22	190	222	244	#
523	0.408734	77	137	190	242	#
524	0.82425	110	125	145	226	#
525	0.367394	62	76	173	251	#
526	0.897784	32	79	84	98	#
527	0.909974	17	84	117	238	#
528	0.837026	131	144	149	190	#
529	0.92055	26	75	83	199	#
530	0.935842	85	134	156	163	#
531	0.683698	165	195	197	245	#
